img_id,img_filename,y,label_name,split,context,context_name
864,train/1_12_113.jpg,1,bird,0,12,on_branch
6812,train/7_26_171.jpg,7,bear,0,26,black
3936,train/4_23_66.jpg,4,horse,0,23,on_beach
8776,train/9_31_161.jpg,9,monkey,0,31,sitting
323,train/0_4_78.jpg,0,sheep,0,4,on_road
6261,train/6_6_119.jpg,6,dog,0,6,on_grass
450,train/0_6_132.jpeg,0,sheep,0,6,on_grass
3110,train/3_2_146.jpg,3,cat,0,2,eating
1014,train/1_12_37.jpg,1,bird,0,12,on_branch
835,train/1_11_8.png,1,bird,0,11,on_ground
588,train/0_8_75.jpg,0,sheep,0,8,walking
3447,train/3_3_91.jpg,3,cat,0,3,on_snow
764,train/1_11_262.jpg,1,bird,0,11,on_ground
7561,train/7_5_57.jpg,7,bear,0,5,in_forest
5655,train/6_1_38.jpg,6,dog,0,1,lying
647,train/1_11_149.jpg,1,bird,0,11,on_ground
972,train/1_12_217.jpg,1,bird,0,12,on_branch
613,train/1_11_117.jpg,1,bird,0,11,on_ground
7631,train/8_14_124.jpg,8,cow,0,14,standing
6880,train/7_26_234.jpg,7,bear,0,26,black
3626,train/4_19_26.jpg,4,horse,0,19,running
7956,train/8_22_79.jpg,8,cow,0,22,in_river
7857,train/8_1_99.jpg,8,cow,0,1,lying
658,train/1_11_16.jpg,1,bird,0,11,on_ground
171,train/0_2_84.jpg,0,sheep,0,2,eating
3393,train/3_3_33.jpg,3,cat,0,3,on_snow
5098,train/5_5_136.jpg,5,elephant,0,5,in_forest
3909,train/4_23_37.jpg,4,horse,0,23,on_beach
4889,train/5_25_33.jpg,5,elephant,0,25,in_zoo
2043,train/2_17_98.jpg,2,rat,0,17,at_home
5472,train/6_10_59.jpg,6,dog,0,10,in_cage
6771,train/7_26_132.jpg,7,bear,0,26,black
5368,train/6_0_58.jpg,6,dog,0,0,in_water
7825,train/8_1_64.jpg,8,cow,0,1,lying
2730,train/3_17_68.jpg,3,cat,0,17,at_home
3917,train/4_23_48.jpg,4,horse,0,23,on_beach
6953,train/7_26_8.jpg,7,bear,0,26,black
3428,train/3_3_70.jpg,3,cat,0,3,on_snow
2529,train/3_17_131.jpg,3,cat,0,17,at_home
130,train/0_2_4.jpg,0,sheep,0,2,eating
7444,train/7_5_164.jpg,7,bear,0,5,in_forest
3375,train/3_3_15.gif,3,cat,0,3,on_snow
2749,train/3_17_86.jpg,3,cat,0,17,at_home
3430,train/3_3_72.jpg,3,cat,0,3,on_snow
2019,train/2_17_71.jpg,2,rat,0,17,at_home
1445,train/1_2_11.jpg,1,bird,0,2,eating
6327,train/6_6_42.jpg,6,dog,0,6,on_grass
5415,train/6_10_105.jpg,6,dog,0,10,in_cage
8868,train/9_3_11.jpg,9,monkey,0,3,on_snow
906,train/1_12_152.jpg,1,bird,0,12,on_branch
2520,train/3_17_123.jpg,3,cat,0,17,at_home
684,train/1_11_185.jpg,1,bird,0,11,on_ground
1051,train/1_12_70.jpg,1,bird,0,12,on_branch
9,train/0_1_108.jpg,0,sheep,0,1,lying
6714,train/7_1_76.jpg,7,bear,0,1,lying
3962,train/4_23_96.jpg,4,horse,0,23,on_beach
6336,train/6_6_51.jpg,6,dog,0,6,on_grass
2811,train/3_20_145.jpg,3,cat,0,20,in_street
8646,train/9_2_3.jpg,9,monkey,0,2,eating
807,train/1_11_53.jpg,1,bird,0,11,on_ground
2059,train/2_18_27.jpg,2,rat,0,18,in_hole
5439,train/6_10_20.jpg,6,dog,0,10,in_cage
7924,train/8_22_44.jpg,8,cow,0,22,in_river
8,train/0_1_107.jpg,0,sheep,0,1,lying
1417,train/1_16_80.jpg,1,bird,0,16,in_hand
290,train/0_4_42.jpg,0,sheep,0,4,on_road
7927,train/8_22_47.jpg,8,cow,0,22,in_river
3841,train/4_23_12.jpg,4,horse,0,23,on_beach
6821,train/7_26_18.jpg,7,bear,0,26,black
7843,train/8_1_84.jpg,8,cow,0,1,lying
7397,train/7_5_116.jpg,7,bear,0,5,in_forest
7716,train/8_1_10.jpg,8,cow,0,1,lying
3919,train/4_23_5.jpg,4,horse,0,23,on_beach
3460,train/3_8_103.jpg,3,cat,0,8,walking
5358,train/6_0_48.jpg,6,dog,0,0,in_water
4737,train/5_24_2.jpg,5,elephant,0,24,in_circus
909,train/1_12_156.jpg,1,bird,0,12,on_branch
3621,train/4_19_21.jpeg,4,horse,0,19,running
6304,train/6_6_19.png,6,dog,0,6,on_grass
5408,train/6_10_1.jpg,6,dog,0,10,in_cage
7448,train/7_5_168.jpg,7,bear,0,5,in_forest
8756,train/9_31_14.jpg,9,monkey,0,31,sitting
8729,train/9_31_113.jpg,9,monkey,0,31,sitting
3412,train/3_3_52.jpg,3,cat,0,3,on_snow
635,train/1_11_138.jpg,1,bird,0,11,on_ground
7441,train/7_5_161.jpg,7,bear,0,5,in_forest
4849,train/5_25_139.jpg,5,elephant,0,25,in_zoo
4680,train/5_22_64.jpg,5,elephant,0,22,in_river
725,train/1_11_225.jpg,1,bird,0,11,on_ground
2914,train/3_20_88.jpg,3,cat,0,20,in_street
7792,train/8_1_30.jpg,8,cow,0,1,lying
736,train/1_11_235.jpg,1,bird,0,11,on_ground
8823,train/9_31_60.jpg,9,monkey,0,31,sitting
5196,train/5_5_95.jpg,5,elephant,0,5,in_forest
6256,train/6_6_114.jpg,6,dog,0,6,on_grass
607,train/1_11_111.jpg,1,bird,0,11,on_ground
6918,train/7_26_44.jpg,7,bear,0,26,black
4926,train/5_25_73.jpg,5,elephant,0,25,in_zoo
4846,train/5_25_135.jpg,5,elephant,0,25,in_zoo
2878,train/3_20_49.jpg,3,cat,0,20,in_street
2691,train/3_17_3.jpg,3,cat,0,17,at_home
7870,train/8_22_11.jpg,8,cow,0,22,in_river
2063,train/2_18_34.jpg,2,rat,0,18,in_hole
7522,train/7_5_239.jpg,7,bear,0,5,in_forest
332,train/0_4_89.jpg,0,sheep,0,4,on_road
2827,train/3_20_161.jpg,3,cat,0,20,in_street
7926,train/8_22_46.jpg,8,cow,0,22,in_river
934,train/1_12_183.jpg,1,bird,0,12,on_branch
2822,train/3_20_156.jpg,3,cat,0,20,in_street
133,train/0_2_42.jpg,0,sheep,0,2,eating
2646,train/3_17_244.jpg,3,cat,0,17,at_home
4897,train/5_25_40.jpg,5,elephant,0,25,in_zoo
843,train/1_11_9.jpg,1,bird,0,11,on_ground
4912,train/5_25_6.jpg,5,elephant,0,25,in_zoo
2004,train/2_17_55.jpg,2,rat,0,17,at_home
115,train/0_2_22.jpg,0,sheep,0,2,eating
1397,train/1_16_53.jpg,1,bird,0,16,in_hand
325,train/0_4_8.jpg,0,sheep,0,4,on_road
2660,train/3_17_258.jpg,3,cat,0,17,at_home
8534,train/9_0_7.jpg,9,monkey,0,0,in_water
165,train/0_2_76.jpg,0,sheep,0,2,eating
789,train/1_11_35.jpg,1,bird,0,11,on_ground
2507,train/3_17_110.jpg,3,cat,0,17,at_home
6810,train/7_26_17.jpg,7,bear,0,26,black
8759,train/9_31_143.jpg,9,monkey,0,31,sitting
2743,train/3_17_80.jpg,3,cat,0,17,at_home
2814,train/3_20_148.jpg,3,cat,0,20,in_street
238,train/0_3_70.jpg,0,sheep,0,3,on_snow
8464,train/9_0_0.jpg,9,monkey,0,0,in_water
743,train/1_11_242.jpg,1,bird,0,11,on_ground
6320,train/6_6_34.jpg,6,dog,0,6,on_grass
3407,train/3_3_48.jpg,3,cat,0,3,on_snow
4934,train/5_25_80.jpg,5,elephant,0,25,in_zoo
7537,train/7_5_32.jpg,7,bear,0,5,in_forest
3438,train/3_3_8.jpg,3,cat,0,3,on_snow
101,train/0_2_109.jpg,0,sheep,0,2,eating
808,train/1_11_54.jpg,1,bird,0,11,on_ground
8796,train/9_31_30.jpg,9,monkey,0,31,sitting
1217,train/1_15_148.jpg,1,bird,0,15,flying
985,train/1_12_23.jpg,1,bird,0,12,on_branch
617,train/1_11_120.jpg,1,bird,0,11,on_ground
2786,train/3_20_120.jpg,3,cat,0,20,in_street
7635,train/8_14_14.jpg,8,cow,0,14,standing
1366,train/1_16_18.jpg,1,bird,0,16,in_hand
7490,train/7_5_206.jpg,7,bear,0,5,in_forest
6301,train/6_6_161.png,6,dog,0,6,on_grass
7960,train/8_22_82.jpg,8,cow,0,22,in_river
7174,train/7_29_101.jpg,7,bear,0,29,eating_grass
2805,train/3_20_139.jpg,3,cat,0,20,in_street
1953,train/2_17_113.jpg,2,rat,0,17,at_home
7911,train/8_22_30.jpg,8,cow,0,22,in_river
8298,train/8_5_60.jpg,8,cow,0,5,in_forest
6092,train/6_2_206.jpg,6,dog,0,2,eating
6328,train/6_6_44.jpeg,6,dog,0,6,on_grass
3374,train/3_3_144.jpg,3,cat,0,3,on_snow
264,train/0_4_12.jpg,0,sheep,0,4,on_road
4464,train/4_9_98.jpg,4,horse,0,9,aside_people
3858,train/4_23_135.jpg,4,horse,0,23,on_beach
2823,train/3_20_157.jpg,3,cat,0,20,in_street
8236,train/8_5_114.jpg,8,cow,0,5,in_forest
3896,train/4_23_25.jpg,4,horse,0,23,on_beach
8818,train/9_31_56.jpg,9,monkey,0,31,sitting
2733,train/3_17_70.png,3,cat,0,17,at_home
4884,train/5_25_29.jpg,5,elephant,0,25,in_zoo
8165,train/8_3_4.jpg,8,cow,0,3,on_snow
803,train/1_11_5.jpg,1,bird,0,11,on_ground
7896,train/8_22_138.jpg,8,cow,0,22,in_river
8074,train/8_2_65.jpg,8,cow,0,2,eating
2007,train/2_17_58.jpg,2,rat,0,17,at_home
198,train/0_3_26.jpg,0,sheep,0,3,on_snow
8829,train/9_31_67.jpg,9,monkey,0,31,sitting
3650,train/4_19_49.jpg,4,horse,0,19,running
2243,train/2_5_23.jpg,2,rat,0,5,in_forest
1602,train/1_2_91.jpg,1,bird,0,2,eating
5376,train/6_0_67.jpeg,6,dog,0,0,in_water
5465,train/6_10_50.jpg,6,dog,0,10,in_cage
6467,train/7_0_27.jpg,7,bear,0,0,in_water
7478,train/7_5_196.jpg,7,bear,0,5,in_forest
7919,train/8_22_4.jpg,8,cow,0,22,in_river
700,train/1_11_200.jpg,1,bird,0,11,on_ground
6293,train/6_6_151.jpg,6,dog,0,6,on_grass
805,train/1_11_51.jpg,1,bird,0,11,on_ground
9003,train/9_5_31.jpg,9,monkey,0,5,in_forest
3884,train/4_23_161.jpeg,4,horse,0,23,on_beach
488,train/0_6_50.jpg,0,sheep,0,6,on_grass
7920,train/8_22_40.jpg,8,cow,0,22,in_river
5898,train/6_23_275.jpg,6,dog,0,23,on_beach
6249,train/6_6_104.jpg,6,dog,0,6,on_grass
2016,train/2_17_68.jpg,2,rat,0,17,at_home
5726,train/6_23_11.jpg,6,dog,0,23,on_beach
7817,train/8_1_56.jpg,8,cow,0,1,lying
677,train/1_11_178.jpg,1,bird,0,11,on_ground
678,train/1_11_179.jpeg,1,bird,0,11,on_ground
4653,train/5_22_37.jpg,5,elephant,0,22,in_river
1934,train/2_10_56.jpg,2,rat,0,10,in_cage
1133,train/1_14_60.jpg,1,bird,0,14,standing
9173,train/9_8_31.jpg,9,monkey,0,8,walking
3863,train/4_23_141.jpg,4,horse,0,23,on_beach
697,train/1_11_199.jpg,1,bird,0,11,on_ground
7391,train/7_5_110.jpg,7,bear,0,5,in_forest
334,train/0_4_91.jpg,0,sheep,0,4,on_road
7894,train/8_22_136.jpg,8,cow,0,22,in_river
6797,train/7_26_157.jpg,7,bear,0,26,black
6384,train/6_6_99.jpg,6,dog,0,6,on_grass
782,train/1_11_28.jpg,1,bird,0,11,on_ground
3450,train/3_3_95.jpg,3,cat,0,3,on_snow
5452,train/6_10_35.jpeg,6,dog,0,10,in_cage
7795,train/8_1_33.jpg,8,cow,0,1,lying
2669,train/3_17_266.png,3,cat,0,17,at_home
2696,train/3_17_34.jpg,3,cat,0,17,at_home
6858,train/7_26_214.jpg,7,bear,0,26,black
3963,train/4_23_97.jpg,4,horse,0,23,on_beach
4264,train/4_6_153.jpg,4,horse,0,6,on_grass
5239,train/5_6_47.jpg,5,elephant,0,6,on_grass
4824,train/5_25_112.jpg,5,elephant,0,25,in_zoo
8787,train/9_31_21.jpg,9,monkey,0,31,sitting
4856,train/5_25_148.jpg,5,elephant,0,25,in_zoo
3449,train/3_3_94.jpg,3,cat,0,3,on_snow
7605,train/7_5_98.jpg,7,bear,0,5,in_forest
3916,train/4_23_47.jpg,4,horse,0,23,on_beach
654,train/1_11_155.jpg,1,bird,0,11,on_ground
3400,train/3_3_41.jpg,3,cat,0,3,on_snow
7602,train/7_5_95.jpg,7,bear,0,5,in_forest
1983,train/2_17_32.jpg,2,rat,0,17,at_home
3959,train/4_23_93.jpg,4,horse,0,23,on_beach
7862,train/8_22_101.jpg,8,cow,0,22,in_river
2671,train/3_17_268.jpg,3,cat,0,17,at_home
5362,train/6_0_52.jpg,6,dog,0,0,in_water
674,train/1_11_175.jpg,1,bird,0,11,on_ground
4817,train/5_25_103.png,5,elephant,0,25,in_zoo
8806,train/9_31_43.jpg,9,monkey,0,31,sitting
6938,train/7_26_66.jpg,7,bear,0,26,black
7804,train/8_1_41.jpg,8,cow,0,1,lying
8798,train/9_31_32.jpg,9,monkey,0,31,sitting
3836,train/4_23_115.jpg,4,horse,0,23,on_beach
7683,train/8_14_65.jpg,8,cow,0,14,standing
848,train/1_11_94.jpg,1,bird,0,11,on_ground
8846,train/9_31_83.png,9,monkey,0,31,sitting
5364,train/6_0_54.jpg,6,dog,0,0,in_water
746,train/1_11_245.jpg,1,bird,0,11,on_ground
2633,train/3_17_231.jpg,3,cat,0,17,at_home
8468,train/9_0_101.jpg,9,monkey,0,0,in_water
5340,train/6_0_3.jpg,6,dog,0,0,in_water
1541,train/1_2_31.jpg,1,bird,0,2,eating
2008,train/2_17_59.jpg,2,rat,0,17,at_home
7424,train/7_5_145.jpg,7,bear,0,5,in_forest
3648,train/4_19_47.jpg,4,horse,0,19,running
6198,train/6_2_57.jpg,6,dog,0,2,eating
2073,train/2_18_6.jpeg,2,rat,0,18,in_hole
2020,train/2_17_72.jpg,2,rat,0,17,at_home
293,train/0_4_45.jpg,0,sheep,0,4,on_road
7885,train/8_22_125.jpg,8,cow,0,22,in_river
4404,train/4_9_31.jpg,4,horse,0,9,aside_people
766,train/1_11_264.jpg,1,bird,0,11,on_ground
1391,train/1_16_46.jpg,1,bird,0,16,in_hand
8764,train/9_31_148.jpg,9,monkey,0,31,sitting
3874,train/4_23_152.jpeg,4,horse,0,23,on_beach
4778,train/5_24_69.jpg,5,elephant,0,24,in_circus
6414,train/7_0_128.jpg,7,bear,0,0,in_water
642,train/1_11_144.jpg,1,bird,0,11,on_ground
1694,train/1_6_183.gif,1,bird,0,6,on_grass
7381,train/7_5_10.jpg,7,bear,0,5,in_forest
8793,train/9_31_28.jpg,9,monkey,0,31,sitting
791,train/1_11_37.jpg,1,bird,0,11,on_ground
8381,train/8_6_144.jpg,8,cow,0,6,on_grass
7875,train/8_22_116.jpg,8,cow,0,22,in_river
2012,train/2_17_64.jpg,2,rat,0,17,at_home
9169,train/9_8_26.jpg,9,monkey,0,8,walking
7740,train/8_1_122.png,8,cow,0,1,lying
728,train/1_11_228.jpg,1,bird,0,11,on_ground
6275,train/6_6_133.jpg,6,dog,0,6,on_grass
8795,train/9_31_3.jpg,9,monkey,0,31,sitting
8808,train/9_31_45.jpg,9,monkey,0,31,sitting
6353,train/6_6_69.jpg,6,dog,0,6,on_grass
1993,train/2_17_42.png,2,rat,0,17,at_home
6870,train/7_26_225.jpg,7,bear,0,26,black
180,train/0_2_95.jpg,0,sheep,0,2,eating
3964,train/4_23_98.png,4,horse,0,23,on_beach
5147,train/5_5_43.jpg,5,elephant,0,5,in_forest
7578,train/7_5_72.jpg,7,bear,0,5,in_forest
4437,train/4_9_67.jpg,4,horse,0,9,aside_people
3948,train/4_23_81.jpg,4,horse,0,23,on_beach
2718,train/3_17_56.jpg,3,cat,0,17,at_home
8080,train/8_2_71.jpg,8,cow,0,2,eating
2841,train/3_20_175.jpg,3,cat,0,20,in_street
3883,train/4_23_160.jpeg,4,horse,0,23,on_beach
5010,train/5_2_5.jpg,5,elephant,0,2,eating
7149,train/7_27_76.jpg,7,bear,0,27,brown
7563,train/7_5_59.jpg,7,bear,0,5,in_forest
3674,train/4_19_74.jpg,4,horse,0,19,running
1925,train/2_10_38.jpg,2,rat,0,10,in_cage
4419,train/4_9_46.jpg,4,horse,0,9,aside_people
7800,train/8_1_38.jpg,8,cow,0,1,lying
3875,train/4_23_153.jpeg,4,horse,0,23,on_beach
7400,train/7_5_119.jpg,7,bear,0,5,in_forest
763,train/1_11_261.jpg,1,bird,0,11,on_ground
7901,train/8_22_19.jpg,8,cow,0,22,in_river
7866,train/8_22_106.jpg,8,cow,0,22,in_river
141,train/0_2_50.jpg,0,sheep,0,2,eating
8732,train/9_31_116.jpg,9,monkey,0,31,sitting
6371,train/6_6_87.jpeg,6,dog,0,6,on_grass
3346,train/3_3_113.jpg,3,cat,0,3,on_snow
119,train/0_2_26.jpg,0,sheep,0,2,eating
7475,train/7_5_193.jpg,7,bear,0,5,in_forest
3385,train/3_3_26.jpg,3,cat,0,3,on_snow
8519,train/9_0_52.jpg,9,monkey,0,0,in_water
7622,train/8_14_115.jpg,8,cow,0,14,standing
164,train/0_2_75.jpg,0,sheep,0,2,eating
7476,train/7_5_194.jpg,7,bear,0,5,in_forest
3376,train/3_3_17.jpg,3,cat,0,3,on_snow
4813,train/5_25_10.jpg,5,elephant,0,25,in_zoo
8835,train/9_31_72.jpg,9,monkey,0,31,sitting
9203,train/9_8_63.jpg,9,monkey,0,8,walking
7936,train/8_22_56.jpg,8,cow,0,22,in_river
8894,train/9_3_41.jpg,9,monkey,0,3,on_snow
7906,train/8_22_24.jpg,8,cow,0,22,in_river
5143,train/5_5_4.jpg,5,elephant,0,5,in_forest
6782,train/7_26_142.jpg,7,bear,0,26,black
542,train/0_8_2.jpg,0,sheep,0,8,walking
2041,train/2_17_96.jpg,2,rat,0,17,at_home
8768,train/9_31_154.jpg,9,monkey,0,31,sitting
2013,train/2_17_65.jpg,2,rat,0,17,at_home
185,train/0_3_1.jpg,0,sheep,0,3,on_snow
1922,train/2_10_34.jpg,2,rat,0,10,in_cage
2745,train/3_17_82.jpg,3,cat,0,17,at_home
4913,train/5_25_61.jpg,5,elephant,0,25,in_zoo
6767,train/7_26_129.jpg,7,bear,0,26,black
4865,train/5_25_156.jpg,5,elephant,0,25,in_zoo
7062,train/7_27_192.jpg,7,bear,0,27,brown
8557,train/9_0_94.jpg,9,monkey,0,0,in_water
3824,train/4_23_103.jpg,4,horse,0,23,on_beach
7846,train/8_1_88.jpg,8,cow,0,1,lying
4940,train/5_25_86.jpg,5,elephant,0,25,in_zoo
719,train/1_11_219.jpg,1,bird,0,11,on_ground
6251,train/6_6_107.jpg,6,dog,0,6,on_grass
1964,train/2_17_124.jpg,2,rat,0,17,at_home
8750,train/9_31_133.jpg,9,monkey,0,31,sitting
689,train/1_11_190.jpg,1,bird,0,11,on_ground
693,train/1_11_194.png,1,bird,0,11,on_ground
4774,train/5_24_62.jpg,5,elephant,0,24,in_circus
6349,train/6_6_63.jpg,6,dog,0,6,on_grass
940,train/1_12_189.jpg,1,bird,0,12,on_branch
692,train/1_11_193.jpg,1,bird,0,11,on_ground
4815,train/5_25_101.jpg,5,elephant,0,25,in_zoo
7072,train/7_27_200.jpg,7,bear,0,27,brown
3880,train/4_23_158.jpeg,4,horse,0,23,on_beach
4915,train/5_25_63.jpg,5,elephant,0,25,in_zoo
6754,train/7_26_116.jpg,7,bear,0,26,black
7525,train/7_5_241.jpg,7,bear,0,5,in_forest
1419,train/1_16_82.jpg,1,bird,0,16,in_hand
2750,train/3_17_87.jpg,3,cat,0,17,at_home
2333,train/2_6_2.jpg,2,rat,0,6,on_grass
3408,train/3_3_49.jpg,3,cat,0,3,on_snow
2717,train/3_17_55.jpg,3,cat,0,17,at_home
2597,train/3_17_198.jpg,3,cat,0,17,at_home
1331,train/1_15_74.jpg,1,bird,0,15,flying
7814,train/8_1_52.jpg,8,cow,0,1,lying
155,train/0_2_67.jpg,0,sheep,0,2,eating
3394,train/3_3_34.jpg,3,cat,0,3,on_snow
768,train/1_11_266.jpg,1,bird,0,11,on_ground
7080,train/7_27_209.jpg,7,bear,0,27,brown
6374,train/6_6_9.jpg,6,dog,0,6,on_grass
7603,train/7_5_96.jpg,7,bear,0,5,in_forest
8591,train/9_2_128.jpg,9,monkey,0,2,eating
7912,train/8_22_31.jpg,8,cow,0,22,in_river
847,train/1_11_93.jpg,1,bird,0,11,on_ground
1413,train/1_16_70.jpg,1,bird,0,16,in_hand
6326,train/6_6_41.jpg,6,dog,0,6,on_grass
3377,train/3_3_18.jpg,3,cat,0,3,on_snow
7674,train/8_14_56.jpg,8,cow,0,14,standing
713,train/1_11_213.jpg,1,bird,0,11,on_ground
5305,train/6_0_117.jpg,6,dog,0,0,in_water
7618,train/8_14_110.jpeg,8,cow,0,14,standing
5447,train/6_10_30.jpg,6,dog,0,10,in_cage
159,train/0_2_70.jpg,0,sheep,0,2,eating
3390,train/3_3_30.jpg,3,cat,0,3,on_snow
4905,train/5_25_51.jpg,5,elephant,0,25,in_zoo
4948,train/5_25_93.jpg,5,elephant,0,25,in_zoo
4835,train/5_25_123.jpg,5,elephant,0,25,in_zoo
169,train/0_2_81.jpg,0,sheep,0,2,eating
6359,train/6_6_74.jpg,6,dog,0,6,on_grass
284,train/0_4_37.jpg,0,sheep,0,4,on_road
4952,train/5_25_98.jpg,5,elephant,0,25,in_zoo
6992,train/7_27_121.jpg,7,bear,0,27,brown
839,train/1_11_85.jpg,1,bird,0,11,on_ground
4903,train/5_25_48.jpg,5,elephant,0,25,in_zoo
4777,train/5_24_67.jpg,5,elephant,0,24,in_circus
6357,train/6_6_72.jpg,6,dog,0,6,on_grass
2067,train/2_18_41.jpg,2,rat,0,18,in_hole
4947,train/5_25_92.jpg,5,elephant,0,25,in_zoo
2033,train/2_17_89.jpg,2,rat,0,17,at_home
3826,train/4_23_105.jpg,4,horse,0,23,on_beach
3262,train/3_2_35.gif,3,cat,0,2,eating
3926,train/4_23_56.jpg,4,horse,0,23,on_beach
6939,train/7_26_67.jpg,7,bear,0,26,black
7411,train/7_5_13.jpg,7,bear,0,5,in_forest
5145,train/5_5_41.jpg,5,elephant,0,5,in_forest
168,train/0_2_80.png,0,sheep,0,2,eating
7429,train/7_5_15.jpg,7,bear,0,5,in_forest
601,train/1_11_106.jpg,1,bird,0,11,on_ground
7810,train/8_1_49.jpg,8,cow,0,1,lying
2550,train/3_17_151.jpg,3,cat,0,17,at_home
145,train/0_2_56.jpg,0,sheep,0,2,eating
8812,train/9_31_5.jpg,9,monkey,0,31,sitting
722,train/1_11_221.jpg,1,bird,0,11,on_ground
6262,train/6_6_12.jpg,6,dog,0,6,on_grass
2018,train/2_17_7.jpg,2,rat,0,17,at_home
1341,train/1_15_84.png,1,bird,0,15,flying
4997,train/5_2_36.jpg,5,elephant,0,2,eating
724,train/1_11_224.jpg,1,bird,0,11,on_ground
936,train/1_12_185.jpg,1,bird,0,12,on_branch
5361,train/6_0_51.jpg,6,dog,0,0,in_water
7799,train/8_1_37.jpg,8,cow,0,1,lying
627,train/1_11_130.jpg,1,bird,0,11,on_ground
8862,train/9_31_99.jpg,9,monkey,0,31,sitting
6292,train/6_6_15.jpg,6,dog,0,6,on_grass
4938,train/5_25_84.jpg,5,elephant,0,25,in_zoo
2832,train/3_20_167.jpg,3,cat,0,20,in_street
512,train/0_6_76.jpg,0,sheep,0,6,on_grass
1469,train/1_2_132.jpg,1,bird,0,2,eating
2293,train/2_5_81.jpg,2,rat,0,5,in_forest
682,train/1_11_183.jpg,1,bird,0,11,on_ground
4894,train/5_25_38.jpg,5,elephant,0,25,in_zoo
2635,train/3_17_233.jpg,3,cat,0,17,at_home
7555,train/7_5_5.jpg,7,bear,0,5,in_forest
7559,train/7_5_53.jpg,7,bear,0,5,in_forest
184,train/0_2_99.jpg,0,sheep,0,2,eating
